id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33142743,Cozy two bed townhouse,31552430,Sandrine,,Kensington-Cedar Cottage,49.2441,-123.08943,Entire home/apt,125,30,0,,,1,239
33162928,Perfect location guest house,249098528,Bob,,West Point Grey,49.26811,-123.21718,Entire home/apt,214,60,20,2020-03-08,0.77,1,90
33166483,Sunset Beach Walk 2BD+2BA+1PRK Yaletown,249718766,Patricia,,Downtown,49.27583,-123.13308,Entire home/apt,322,2,55,2019-12-23,55,1,0
33195011,Family-Friendly Home near 3 great Beaches!,77791451,Leah,,Arbutus Ridge,49.25626,-123.16381,Entire home/apt,299,3,8,2020-01-31,0.33,1,4
33230188,SUN HOUSE,250216111,Lee,,Sunset,49.22962,-123.08003,Private room,52,2,44,2020-07-23,2.02,2,142
33230985,Bright and stylish apartment off Main street,2157511,Adrian,,Riley Park,49.25527,-123.10392,Entire home/apt,75,4,9,2020-03-13,0.44,1,0
33274579,Just like home- 1BR Private Suite. Prime location!,54414133,Tommy,,Renfrew-Collingwood,49.23768,-123.03205,Entire home/apt,60,1,26,2020-01-20,1.34,1,0
33276869,3 bedrooms 1.5 baths TOP Floor in Prime Location!,36912748,Karen,,Mount Pleasant,49.261,-123.08707,Entire home/apt,263,2,7,2021-01-24,7,1,115
33288404,Spacious and Bright Downtown Design Loft,555474,D.N.,,Downtown,49.27875,-123.12487,Entire home/apt,200,4,19,2019-12-13,0.67,1,4
33296736,Warehouse Loft Conversion in Gastown,250727376,Victor,,Downtown Eastside,49.2834,-123.10224,Entire home/apt,224,1,105,2020-02-03,3.73,1,303
33299354,Lofty Studio Next to Historic Gastown,166303221,Coco,,Downtown Eastside,49.28102,-123.10638,Entire home/apt,180,6,102,2021-03-03,5.50,1,0
33310791,*Clean and Tidy *- Long Stay Only -   Penthouse,120651321,Cheri,,Downtown,49.28124,-123.12516,Private room,79,90,1,2020-10-31,0.11,2,0
33315036,2Bdr Luxurious Apt w/stunning grounds furnished,64488310,Amanda,,Kerrisdale,49.22051,-123.1432,Entire home/apt,150,30,6,2020-09-09,0.23,5,219
33315650,2Bdr New Furnished Luxurious Apt- 2bath,64488310,Amanda,,Kerrisdale,49.21991,-123.14129,Entire home/apt,140,30,6,2021-03-27,0.25,5,77
33338468,Beautiful Penthouse 3 Beds +Pool+Gym+Parking,250158442,Miguel,,Downtown Eastside,49.281,-123.10867,Entire home/apt,383,90,30,2019-12-08,1.14,1,0
33340994,White Fox Room - 1 bus ride to Downtown/Metrotown,97025302,Andrea,,Kensington-Cedar Cottage,49.25558,-123.08802,Private room,60,1,52,2019-09-29,1.86,1,0
33350822,Shangri La Private Residences exclusive,194946655,Hugo,,West End,49.28603,-123.12466,Entire home/apt,316,30,1,2019-08-03,0.04,1,180
33368809,"Cozy Mountain View, near Lake & Nanaimo Skytrain",154099324,Chu,,Kensington-Cedar Cottage,49.25206,-123.05795,Private room,45,2,2,2019-04-28,0.08,1,0
33378813,Vancouver West Side's Most Convinient House,49806753,Ping,,Marpole,49.20999,-123.14678,Entire home/apt,230,2,25,2019-11-10,0.91,1,0
33394551,Cozy One Bed at the Heart of Downtown - sleeps 4!,251577028,Valentina,,Downtown,49.28061,-123.12449,Entire home/apt,271,3,102,2021-08-01,3.70,1,61
33399273,JUN's quiet and spacious 2 bedroom basement suite,251613897,Roy And Jun,,Kerrisdale,49.23189,-123.14962,Entire home/apt,95,1,92,2020-03-08,3.81,1,29
33433323,(!) Perfectly Central - your (wfh) home in Vancity,7431989,Wendi,,West End,49.28235,-123.12703,Entire home/apt,63,45,21,2019-08-22,0.87,1,182
33450073,Regal yacht boat 42 feet,53228192,Maj,,Downtown,49.27621,-123.11033,Entire home/apt,800,1,0,,,1,0
33450536,"Executive 3-bdrm Suite, prime location Vancouver",212146549,Sam,,Killarney,49.22917,-123.02698,Entire home/apt,258,15,33,2020-03-17,1.28,2,337
33451717,"Stunning, Eclectic East Van Suite",8597134,Rachel,,Hastings-Sunrise,49.28123,-123.04761,Entire home/apt,220,2,16,2020-01-05,0.90,1,140
33452212,Comforts of home!,22893837,Am And John,,Hastings-Sunrise,49.27814,-123.04327,Entire home/apt,105,30,1,2021-05-11,0.33,2,1
33523843,Strathcona Barker House,3004945,Julie,,Downtown Eastside,49.27844,-123.08527,Entire home/apt,399,2,11,2020-01-02,0.43,2,253
33528991,NEW HOUSE suite lower level in Vancouver WEST.,207658654,Diana,,Arbutus Ridge,49.25335,-123.15414,Private room,95,2,9,2019-07-28,0.36,1,0
33531235,Quiet and quaint within minutes to downtown.,166475282,Lori,,Downtown Eastside,49.27821,-123.07952,Entire home/apt,65,2,87,2020-03-16,3.94,1,41
33544332,温哥华尊贵西区邻UBC紫藤花园,252761008,勇,,Dunbar Southlands,49.22509,-123.18899,Entire home/apt,150,5,3,2020-08-05,0.11,1,0
33547215,Cozy Kits Beach 2bdrm,290377,Bradley,,Kitsilano,49.26856,-123.17035,Entire home/apt,115,31,1,2021-07-03,0.81,1,36
33551463,SUN HOUSE,250216111,Lee,,Sunset,49.22962,-123.0798,Private room,60,2,32,2020-01-05,1.17,2,117
33552397,"Modern Parkhouse - Laundry, Parking, Transit!",252820008,Moe,,Killarney,49.22657,-123.03997,Entire home/apt,191,30,62,2021-04-30,2.47,2,150
33555765,Downtown Executive Suite,252848386,Brian,,Downtown,49.27603,-123.13021,Entire home/apt,111,30,2,2019-08-21,0.07,1,342
33556644,2 Bedroom Suite in a Kitsilano House,252855347,Ayse,,Kitsilano,49.26413,-123.17343,Entire home/apt,220,7,24,2019-09-01,0.91,1,0
33557697,Gorgeous loft style 1br at an Iconic Building,67993397,Maulen,,Downtown Eastside,49.28405,-123.1074,Entire home/apt,90,90,0,,,1,0
33559936,East Vancouver - spacious & central family home,3503069,Lynne,,Kensington-Cedar Cottage,49.2499,-123.08963,Entire home/apt,225,3,2,2019-07-13,0.08,1,5
33560335,"Westside, 7 Min Walk to VGH. 3 nights minimum.",213226873,Dolores,,Shaughnessy,49.25659,-123.12948,Private room,79,3,18,2019-12-28,0.65,2,70
33571516,2: Amazing bright & beautiful bedroom near AIRPORT,207007659,Amazing,,Marpole,49.21386,-123.11039,Private room,62,20,33,2020-02-02,1.21,1,62
33592102,Amazing Convenient in Downtown Vancouver,88226038,Li,,Downtown,49.27863,-123.1092,Entire home/apt,140,180,39,2019-07-13,1.39,1,251
33594153,Sweet Suite Room,171146498,Jasmine,,Arbutus Ridge,49.25625,-123.16338,Private room,9999,100,0,,,1,0
33610721,One Bedroom - Downtown Vancouver - The Bradford,238308886,Terry,,West End,49.28935,-123.13468,Entire home/apt,110,30,7,2021-02-09,0.30,9,44
33611850,Classic Heritage home in trendy Kits,8903753,Judy,,Kitsilano,49.2661,-123.1594,Entire home/apt,357,365,11,2019-12-30,0.40,2,88
33637719,Fraserhood House,1801362,Laurel,,Kensington-Cedar Cottage,49.24872,-123.08863,Entire home/apt,299,3,3,2019-09-29,0.12,1,0
33642235,Large Suite with Sweeping Views of Vancouver,66121955,Jake,,West End,49.28608,-123.12465,Entire home/apt,350,30,0,,,2,66
33644437,Work/live/study suite perfectly located - Yaletown,9016662,Nicole,,Downtown,49.27811,-123.11948,Entire home/apt,75,60,2,2021-04-07,0.33,1,64
33645396,Furnished 2B Amazing Ocean View Suite-Coal Harbour,19362094,Sylvia,,Downtown,49.28821,-123.1268,Entire home/apt,200,30,0,,,1,317
33645791,Lush Oasis in the Heart of Gastown,19846624,Jenny,,Downtown Eastside,49.28197,-123.10824,Entire home/apt,150,90,0,,,1,146
33657678,Heritage home in walkable Kits,8903753,Judy,,Kitsilano,49.26599,-123.15889,Entire home/apt,357,4,7,2019-08-08,0.28,2,0
33661603,Fresh & Comfortable Top Floor Near Skytrain,253378911,Won,,Hastings-Sunrise,49.26391,-123.03543,Private room,49,1,47,2021-03-31,1.70,2,38
33665552,"2 bedroom in Fairview , corner of Broadway/Cambie",74350108,Marija,,Fairview,49.26263,-123.11685,Entire home/apt,100,30,1,2021-06-29,0.73,1,95
33666712,Cozy home away from home,253747001,Bal,,Sunset,49.22272,-123.09132,Entire home/apt,527,2,28,2019-09-22,1.06,1,75
33667096,Beautiful Vancouver Character House,253750758,Adam,,Mount Pleasant,49.25765,-123.08032,Entire home/apt,195,6,22,2020-09-14,0.84,2,4
33669383,BRAND NEW luxury condo 2min walk Train 2 Downtown,253769318,Karen,,Riley Park,49.24869,-123.1142,Entire home/apt,99,30,22,2019-08-04,0.85,1,0
33687129,3 Bedroom Mount Pleasant Garden Suite,57797398,Mandy,,Mount Pleasant,49.25987,-123.10713,Entire home/apt,200,30,52,2020-03-07,1.88,1,97
33692846,Excellent location classic Kitsilano home,199957422,Randal,,Kitsilano,49.26069,-123.15356,Private room,34,7,2,2020-07-01,0.07,2,0
33712454,Luxury 2 bedroom Condo with Ocean Views,55605699,Melanie,,Downtown,49.27459,-123.12379,Entire home/apt,594,1,8,2019-11-11,0.29,1,1
33721183,Water front app ocean view fully furnished 800 sf,51350,Gabriel,,Downtown,49.27485,-123.13347,Entire home/apt,120,30,0,,,1,332
33743441,Entire Apartment In Vancouver's Art District,2974008,Kyle,,Mount Pleasant,49.26641,-123.09822,Entire home/apt,241,2,59,2021-07-11,2.22,1,59
33745538,Hotel Style Living In The Heart Of Vancouver,15077998,Mandi,,Downtown,49.27895,-123.12616,Entire home/apt,229,30,22,2020-08-31,0.87,4,184
33752797,YALETOWN MARINASIDE CRESCENT NEIGHBOURHOOD HOME,199518544,Vancouver Home Sweet Home,,Downtown,49.27281,-123.12169,Entire home/apt,125,30,10,2020-08-31,0.37,3,280
33755131,Room near skytrain ( Nanaimo Station),254454256,Monica,,Kensington-Cedar Cottage,49.24416,-123.06092,Private room,54,1,36,2019-08-26,1.37,2,219
33786053,Convenient/accessible to everything l,178767690,Levy,,Riley Park,49.23677,-123.09062,Private room,38,1,11,2019-09-25,0.40,2,0
33786510,Sectioned-off room in central downtown location,248380003,John,,Downtown Eastside,49.28318,-123.11073,Private room,99,1,13,2019-09-22,0.53,2,180
33803742,RipTide: Mountain + City Views in Quiet Fairview,8356665,J C,,Fairview,49.26402,-123.1196,Entire home/apt,300,3,11,2020-03-19,0.40,1,0
33803910,Beautiful one bedroom apartment in Kitsilano,255218929,Simon,,Kitsilano,49.26566,-123.18372,Entire home/apt,120,31,15,2019-08-06,0.54,1,0
33807345,Private Room in a Beautiful Character House,253750758,Adam,,Mount Pleasant,49.25861,-123.08109,Private room,105,2,6,2019-09-24,0.23,2,0
33837243,Vancouver mini house,189064428,Michelle,,Hastings-Sunrise,49.27716,-123.03378,Entire home/apt,113,1,47,2020-02-23,1.90,1,0
33857514,Stylish Central Area Top Floor 1 Bedroom,26001012,James,,South Cambie,49.25217,-123.12009,Entire home/apt,170,5,45,2020-03-12,2.24,1,4
33879865,Top Floor View Suite at center location by PNE,236816861,Hui,,Hastings-Sunrise,49.28285,-123.03092,Entire home/apt,108,1,70,2021-07-21,2.80,1,160
33881023,"Large 1br & den/office in Yaletown, 755 sqft",15223311,Jaymee And Dan,,Downtown,49.27657,-123.11552,Entire home/apt,135,30,1,2020-08-06,0.08,1,219
33885031,"Cosy, Commercial Drive bedroom",11949961,Gordon,,Grandview-Woodland,49.26358,-123.06453,Private room,51,2,103,2021-07-26,3.95,1,36
33885157,Private Crystal room in the house,189726827,Xiao An,,Dunbar Southlands,49.2519,-123.183,Private room,95,1,41,2019-09-25,1.64,3,63
33900665,"Bright&Comfort 2bd Suite, near Skytrain and Parks",37848585,Louis,,Riley Park,49.23586,-123.11059,Entire home/apt,209,3,23,2019-08-03,0.85,1,0
33945029,"2 Bedroom Ground Level Suite near ""The Drive""",5888125,Jason,,Grandview-Woodland,49.27043,-123.05802,Entire home/apt,198,2,52,2021-06-30,1.88,1,98
33952895,Beautiful Heritage Suite Close to Downtown,256382017,Russ,,Kitsilano,49.2601,-123.14659,Entire home/apt,136,1,87,2021-07-01,3.74,2,28
33960676,Kitsilano Cosy Suite Close to the Beach,24122490,Shelley,,Kitsilano,49.2691,-123.1657,Private room,60,28,7,2019-08-18,0.25,2,0
33962306,Cozy basement suit for a great price,256080027,Megan,,Hastings-Sunrise,49.28302,-123.02837,Entire home/apt,55,3,27,2019-06-10,1.18,1,0
33974848,Private Emerald Room in the New House,189726827,Xiao An,,Dunbar Southlands,49.25355,-123.18299,Private room,105,1,35,2021-07-15,1.41,3,58
33990561,Bright beach theme w/ 2 patio in the heart of Kits,253043956,Tom,,Kitsilano,49.26425,-123.16378,Entire home/apt,399,3,76,2020-11-25,3.53,1,101
33992656,Private Master Bedroom on the Beach / Stanley Park,120561902,Dario,,West End,49.29123,-123.14244,Private room,88,31,0,,,1,90
33997048,Private Oasis in Vancouver with Pool and Hot Tub,30812904,Bronwen,,Kerrisdale,49.22908,-123.17645,Entire home/apt,1950,14,1,2020-08-13,0.08,2,250
34017979,"Heart of Yaletown, Comfortable 2BR + 1 PRKG",11225508,Shaghayegh,,Downtown,49.27634,-123.11305,Entire home/apt,185,30,11,2021-08-03,1.31,1,1
34019239,Modern 2 bedroom suite in the heart of Vancouver,20777865,Steven,,Kensington-Cedar Cottage,49.25414,-123.07883,Entire home/apt,137,1,65,2020-02-20,2.73,1,272
34024042,Super central location 3beds❤+Free parking&Netflix,256907738,Yuri,,Downtown,49.28227,-123.12364,Entire home/apt,622,7,82,2020-08-14,3.90,2,290
34045168,Main Street Modern Industrial Loft,20978741,Riley,,Mount Pleasant,49.26743,-123.10084,Entire home/apt,196,2,24,2019-12-14,0.90,1,88
34061229,Cozy Character Fraserview 1 Bedroom Upper Level,43111252,Marie,,Victoria-Fraserview,49.23167,-123.06556,Entire home/apt,88,1,52,2020-03-07,2.36,2,210
34068050,靠近UBC的全新后院小屋  A small single house near UBC,257270069,Bo,,West Point Grey,49.26626,-123.20078,Entire home/apt,226,2,41,2020-03-08,2.26,1,66
34068839,CLEAN & In the Heart of All the City Has to Offer.,30735545,Suzie,,Mount Pleasant,49.25989,-123.09254,Entire home/apt,115,3,18,2020-03-20,0.70,1,28
34083989,Portside Gem,206873236,Rob,,Grandview-Woodland,49.28856,-123.05991,Entire home/apt,53,3,46,2021-01-19,2.73,1,0
34091763,Quiet and Private Room Located in Central Location,257431562,Peter,,Killarney,49.22895,-123.04251,Private room,58,2,20,2019-09-07,0.80,1,265
34109372,Bright 1 bdrm with large shared bath,117119918,Kitty,,Kensington-Cedar Cottage,49.24149,-123.08796,Private room,31,30,4,2020-11-18,0.17,6,189
34124968,Stunning 6 bedroom home with hot tub ac pool table,205096178,Alejandro,,Kerrisdale,49.21508,-123.15437,Entire home/apt,500,30,32,2019-12-19,1.43,1,0
34126347,Private garden suite near UBC,257679453,Vivian,,Dunbar Southlands,49.22984,-123.18895,Entire home/apt,90,1,90,2021-05-14,3.60,1,58
34127668,Well-appointed quiet modern 1 bedroom garden suite,100126387,Glen,,Sunset,49.2276,-123.08981,Entire home/apt,88,32,43,2019-12-28,1.90,1,0
34141344,The Gem of Commercial,104972003,Mark,,Kensington-Cedar Cottage,49.25071,-123.06901,Entire home/apt,150,2,29,2021-03-31,1.06,1,100
34147959,Cozy Urban Getaway in a Quiet Neighborhood,58165412,Jane,,Riley Park,49.24398,-123.09207,Entire home/apt,220,2,27,2020-09-19,1.22,1,5
34153395,The Heart Chakra Of Vancouver,141222766,Deidre,,Kitsilano,49.26821,-123.18413,Entire home/apt,140,5,14,2019-08-06,0.54,1,0
34176785,Bright Condo in Trendy Chinatown with Parking,4995004,Kaitlin,,Downtown Eastside,49.2781,-123.09955,Entire home/apt,178,3,43,2020-07-01,1.57,1,3
34179989,Amazing Five Star Shangri-La Residence Ocean Views,66121955,Jake,,West End,49.28473,-123.12414,Entire home/apt,320,30,2,2021-04-16,0.08,2,123
34180296,Entire apartment - downtown,258060783,Duaa,,West End,49.29043,-123.13367,Private room,49,30,3,2020-05-31,0.12,1,0
34180840,UBC Nearby  1 Kingsize bed and Den  basement  home,182110861,Yannie,,Dunbar Southlands,49.23762,-123.19521,Private room,142,1,9,2019-05-26,0.35,5,32
34185269,Nice and clean 2beds Private suite,136641767,Thang,,Renfrew-Collingwood,49.25533,-123.04361,Entire home/apt,150,1,36,2019-09-29,1.45,2,34
34200300,Private Hideaway Lanehome in the City,183139590,Rony,,Kensington-Cedar Cottage,49.24135,-123.08608,Entire home/apt,119,1,33,2019-10-14,1.42,1,0
34203078,Downtown Vancouver- Coal Harbour w/ parking & gym,325475618,Nick,,Downtown,49.28618,-123.12312,Entire home/apt,269,2,159,2020-07-03,6.40,2,55
34209584,Comfortable private space close to skytrain,253337612,Mary,,Renfrew-Collingwood,49.25821,-123.04656,Entire home/apt,75,1,100,2020-03-01,4.14,2,58
34209832,Lovely room with lock close to skytrain,253337612,Mary,,Renfrew-Collingwood,49.25787,-123.04549,Private room,40,1,36,2019-12-16,1.35,2,59
34218889,Kitsilano Garden Suite by the Beach,24122490,Shelley,,Kitsilano,49.27133,-123.16427,Entire home/apt,60,5,2,2019-12-24,0.09,2,0
34235015,Beautiful Suite in Mountain View - Vancouver,258474078,Rachel,,Riley Park,49.24049,-123.09713,Entire home/apt,95,2,25,2019-12-30,0.95,1,0
34237538,i-Queen bed,212674897,Lily,,Kerrisdale,49.22651,-123.15241,Private room,87,1,26,2021-06-06,1.86,3,30
34253916,The Fraser Flat - Convenient and Comfortable,258620582,Greg,,Kensington-Cedar Cottage,49.24398,-123.08796,Entire home/apt,140,3,36,2021-07-15,1.43,1,286
34258439,Cozy Two Bedroom Garden Suite with Private Patio,31240662,Amy,,Riley Park,49.24388,-123.09462,Entire home/apt,158,2,82,2021-08-06,3.24,1,124
34283018,Coal harbour extended stay 1.5 br best monthly,243398221,Rui,,West End,49.2866,-123.12559,Entire home/apt,129,30,1,2019-07-16,0.04,3,0
34308159,Haidy's Home G1 BDRM with BTRM & kitchenette,188209109,Haidy,,Oakridge,49.22744,-123.11215,Private room,55,30,10,2020-03-06,0.38,8,42
34312526,Vancouver west 2BR near UBC/Beach/Airport/Downtown,99853564,Ivy,,Kitsilano,49.26178,-123.18389,Entire home/apt,295,1,22,2019-08-24,0.83,2,0
34312548,"Apple TV, netflix, bed sofa and private bath",47136309,Caroline,,Renfrew-Collingwood,49.26184,-123.03394,Entire home/apt,76,1,73,2021-07-04,2.94,2,55
34312773,"Cozy room with netflix, lock & wifi",47136309,Caroline,,Hastings-Sunrise,49.26367,-123.03495,Private room,50,1,39,2020-09-30,1.52,2,50
34314864,furnished private bedroom 2,321947,Steve,,Grandview-Woodland,49.26665,-123.06027,Private room,50,1,16,2019-10-16,0.58,3,34
34315276,Bright and Modern 1 Bed Olympic Village Suite!,7055062,Mo,,Mount Pleasant,49.26998,-123.10617,Entire home/apt,188,2,36,2019-12-18,1.60,1,115
34315293,century-old heritage house,321947,Steve,,Grandview-Woodland,49.2667,-123.06024,Entire home/apt,200,7,11,2019-08-23,0.43,3,34
34319311,Quaint Apartment in Iconic Coal Harbour,16307369,Anisha,,West End,49.28822,-123.13018,Entire home/apt,139,3,25,2020-02-09,1.06,1,0
34334347,Beautiful house with mountain view,17732333,Jacinthe,,Kensington-Cedar Cottage,49.2534,-123.0783,Entire home/apt,275,3,6,2019-07-14,0.24,1,0
34339291,AWESOME 2 BED DOWNTOWN BEST LOCATION w/ Parking,36911833,James,,Downtown,49.27794,-123.10716,Entire home/apt,319,2,37,2019-12-01,1.39,1,8
34342648,Quiet bright Kitsilano 1-2 bedroom close to ocean,56516722,Julian,,Kitsilano,49.27216,-123.17987,Entire home/apt,200,5,9,2019-08-21,0.35,1,0
34343991,Sleek Studio w/ Stunning Views,259293242,Robert,,Downtown,49.27978,-123.10638,Entire home/apt,89,30,8,2021-06-30,0.32,1,214
34367908,192  27th floor with a view   1068 Hornby St,600607,Bruce,,West End,49.2868,-123.13337,Entire home/apt,75,30,0,,,46,33
34393605,West Main Cozy Home monthly rent,76758960,Teresa,,Sunset,49.22038,-123.10205,Entire home/apt,85,30,9,2021-04-30,0.35,1,41
34398004,Luxury Apartment in Downtown Vancouver - Yaletown,82874575,Chris,,Downtown,49.27617,-123.12624,Entire home/apt,399,3,12,2019-12-17,0.50,1,350
34399029,Centrally located clean and bright one bedroom apt,100966366,Ian,,Mount Pleasant,49.26939,-123.10321,Entire home/apt,124,3,3,2019-08-12,0.12,1,0
34400711,"Room in bright, large house w/easy access downtown",210739403,Timothy,,Marpole,49.21328,-123.11393,Private room,75,1,16,2019-09-16,0.58,1,0
34417665,UBCnearby Jack &Jill 2beds1 bath  in  luxury house,182110861,Yannie,,Dunbar Southlands,49.23737,-123.1949,Private room,129,1,5,2019-05-27,0.20,5,0
34418103,"Downtown Water Views, Parking, Pool/Hot Tub!",147167124,Mehran,,Downtown,49.27848,-123.10632,Entire home/apt,350,2,82,2020-02-23,3.47,1,17
34422223,"Gorgeous Views, Downtown , 1 Free Parking",180376660,Robert,,Downtown,49.2794,-123.10765,Entire home/apt,315,2,63,2020-03-06,3.61,2,148
34422652,UBC St. George School Golf course view House,36238668,Chanel,,Dunbar Southlands,49.23557,-123.20191,Entire home/apt,888,3,1,2019-06-15,0.04,1,358
34423154,Downtown 2 bedroom apartment with 1 free parking,10397079,Vishal,,Downtown,49.27855,-123.12677,Entire home/apt,350,1,1,2019-08-18,0.04,1,0
34424045,Modern 1 bed apt. in trendy Crosstown district,170223371,Chiara,,Downtown,49.28037,-123.10693,Entire home/apt,100,2,18,2020-01-01,0.68,1,0
34426772,Heritage Home - Family Friendly,15359189,Alex,,Kensington-Cedar Cottage,49.24936,-123.07992,Entire home/apt,130,6,0,,,4,0
34429378,Spectacular ocean and mountain view ENTIRE PLACE,141203035,James,,Downtown Eastside,49.28134,-123.08342,Entire home/apt,185,2,68,2020-03-14,2.52,1,88
34436113,Gorgeous Vancouver Home with Views,60779196,Gwen,,Arbutus Ridge,49.248,-123.1684,Entire home/apt,600,30,1,2019-08-04,0.04,1,38
34446877,Bright newly renovated 2 bedroom suite.,23342484,Kristy,,Mount Pleasant,49.26227,-123.09122,Entire home/apt,200,3,6,2019-07-29,0.23,2,0
34447802,Unique Bedrooms near Skytrain,260039867,Helen,,Renfrew-Collingwood,49.25014,-123.05647,Private room,75,1,198,2021-02-06,8.44,1,3
34450773,New Bright and Spacious Suite in West Point Grey,260070786,Chelsea,,Dunbar Southlands,49.25754,-123.19484,Entire home/apt,125,2,48,2021-01-24,2.32,1,35
34467592,Beautiful family home in Central Vancouver,260177630,Jennifer,,Riley Park,49.25128,-123.11234,Entire home/apt,849,7,2,2020-08-07,0.08,1,0
34478325,Unique Studio! Perfect for Isolation or Retreat,21979733,Gordon,,Fairview,49.26672,-123.13075,Entire home/apt,212,1,90,2020-03-15,90,1,96
34480865,Private bedroom in high end luxury penthouse!,242342369,Omar,,Downtown,49.27339,-123.10189,Private room,129,3,6,2019-07-23,0.24,1,0
34483745,"Bright Corner apt, GREAT location, Parking incl.",325475618,Nick,,Downtown,49.28022,-123.12451,Entire home/apt,249,5,134,2020-12-27,5.09,2,15
34502547,1 BR LOFT / YALETOWN/  PARKING,67446139,Morgan,,Downtown,49.27827,-123.12106,Entire home/apt,213,1,146,2020-06-15,6.16,1,82
34507172,Cozy Mid Century Elegance in the heart of the City,20667729,Renee,,South Cambie,49.23749,-123.11825,Entire home/apt,275,30,17,2019-12-22,0.77,2,72
34510606,Welcome to our home- two bedrooms basement suites,141248568,Julie,,Killarney,49.22366,-123.03587,Entire home/apt,62,1,26,2020-08-01,1.08,2,265
34511658,Luxurious Downtown Condo With Ocean Views,68773380,Taylor,,West End,49.28905,-123.14016,Entire home/apt,269,3,1,2019-07-01,0.04,1,0
34513875,Private Comfortable Guest House,6738273,Hira,,Sunset,49.22877,-123.10511,Entire home/apt,109,3,18,2019-09-29,0.67,1,2
34515491,Most central location in downtown : Pacific Center,67248623,Russl & Team,,Downtown,49.28279,-123.11727,Entire home/apt,152,3,52,2020-02-01,1.92,1,127
34516270,New 2BR Suite in Beautiful Kits/Dunbar,107582424,Yuri,,Dunbar Southlands,49.25427,-123.17841,Entire home/apt,125,50,16,2020-02-09,0.89,1,0
34516436,UBC &St George nearby 1Queen 1Bath   Luxury   Room,182110861,Yannie,,Dunbar Southlands,49.23859,-123.19518,Private room,89,1,1,2019-08-10,0.04,5,0
34516447,Oasis for 2 at Point Grey Spanish Banks UBC,8362233,R,,West Point Grey,49.26983,-123.20997,Entire home/apt,187,3,29,2021-07-26,1.12,1,129
34534702,Heart of downtown with great city & mountain views,41746903,Coleen,,Downtown,49.2778,-123.12934,Entire home/apt,110,90,0,,,3,219
34537516,2 BR Heritage Penthouse Condo Close to Downtown,256382017,Russ,,Kitsilano,49.25999,-123.14747,Entire home/apt,185,1,30,2020-03-16,1.24,2,0
34538696,Modern Two Bedroom and Two Bathroom Suite Near UBC,1887496,Juliette,,West Point Grey,49.2584,-123.21416,Entire home/apt,375,2,14,2021-06-30,0.54,2,114
34541710,2bdr cozy unit in Arbutus Kits - wifi- parking,119171146,Lisa,,Arbutus Ridge,49.24692,-123.16597,Entire home/apt,150,30,5,2019-07-18,0.50,1,94
34574221,Extra large modern 2 bed with terrace (1400 S/F),199518544,Vancouver Home Sweet Home,,Mount Pleasant,49.27149,-123.10447,Entire home/apt,200,30,7,2021-01-30,0.32,3,228
34578927,Innovation  in Kitsilano - Private Space/entry UBC,260916083,Michael,,Kitsilano,49.26461,-123.1564,Entire home/apt,161,1,154,2021-01-16,6.14,1,23
34601410,6808-6 Spacious Queen bed near Skytrain & Airport,156460473,Ricky,,Oakridge,49.22232,-123.11843,Private room,49,30,4,2019-06-11,0.16,2,39
34625261,"Suite in Kitsilano, Vancouver house near ocean",380131,Diane,,Kitsilano,49.26704,-123.18017,Entire home/apt,129,30,0,,,2,61
34629428,Stunning Luxury-3 BR 3.5 baths Villa - 3000SQF,261260061,Yan,,Killarney,49.22159,-123.04221,Entire home/apt,258,3,30,2019-09-15,1.12,2,68
34649996,"New Modern Studio in Van, Near Airport & Downtown",25975232,Kelvin,,Marpole,49.21394,-123.11052,Entire home/apt,101,1,87,2021-07-18,3.96,1,135
34656258,"Stay at the Iconic Parq, Steps to BC Place&Marina",20083641,Atayeb,,Downtown,49.27404,-123.11447,Entire home/apt,90,300,0,,,2,342
34678659,Spectacular🌅Views🌇Downtown🏖close transit whistler🏔,57685541,Jean,,Downtown,49.27968,-123.10883,Entire home/apt,385,1,138,2021-05-05,33.12,1,41
34678988,Penthouse-Unbelievable Patio Views-Own Bath & Room,198933008,Lucas,,Kitsilano,49.26908,-123.15531,Private room,200,2,22,2019-10-21,0.89,1,0
34679382,Cozy Cambie Getaway - 2 min from Skytrain & Buses!,248226743,Bob,,South Cambie,49.24963,-123.11933,Entire home/apt,80,30,40,2020-10-01,1.64,2,156
34691491,Curated Boutique Home with Frontyard Patio,153192012,Lola,,Kitsilano,49.26403,-123.166,Entire home/apt,599,3,62,2021-07-19,2.32,1,210
34692199,Home away from home in Vancouver,61286827,Bonnie,,Hastings-Sunrise,49.27636,-123.03481,Entire home/apt,85,7,2,2020-02-08,0.07,1,0
34711944,Centre of Downtown Vancouver Apartment,261809530,James,,Downtown,49.28131,-123.1206,Entire home/apt,124,1,0,,,1,0
34717213,Loft in East Vancouver,19637643,Nathaniel,,Grandview-Woodland,49.28619,-123.06425,Entire home/apt,166,4,43,2021-02-17,1.74,1,131
34720677,Bright and Modern Private Suite,261884366,Lam,,Kensington-Cedar Cottage,49.238,-123.06286,Entire home/apt,150,1,7,2020-01-20,0.27,1,0
34747304,Private room in shared townhouse.,212504336,Guy,,West End,49.28338,-123.12904,Private room,167,28,0,,,3,0
